0,0.31034483,0.79166667,0,0,1,1,0,0,0,1
0.33333333,0.13793103,0.73958333,0,0,1,0,0,1,0,1
0,0.31034483,0.65625,0,0,1,0,1,0,0,1
0,0.82758621,0.8125,0,0,1,0,1,0,0,1
0.33333333,0.82758621,0.8125,0,0,1,0,0,1,0,1
0.33333333,1,0.86458333,0,0,1,0,0,1,0,1
0.66666667,1,0.86458333,0,0,1,0,1,0,0,1
0,0.31034483,0.593751,0,0,1,0,0,0,0.93877551,1
0.33333333,0.20689655,0.5625,1,0,0,0,0,1,0,0.93877551
0.66666667,0.10344828,0.531251,0,0,0,0,1,0,0.93877551,0.93877551
0,0.31034483,0.30208333,1,0,0,0,1,0,0,0.93877551
0.33333333,0.27586207,0.29166667,1,0,0,0,0,1,0,0.93877551
0.66666667,0.13793103,0.25,1,0,0,0,0,1,0,0.93877551
0,0.31034483,0.61458333,0,0,1,1,0,0,0,0.93877551
0.33333333,0.13793103,0.5625,1,0,0,0,1,0,0,0.93877551
0,0.31034483,0.42708333,1,0,0,0,1,0,0,0.93877551
0.33333333,0.13793103,0.3750,1,0,0,0,1,0,0.93877551,0.93877551
0,0.31034483,0.25,1,0,0,0,1,0,0,0.93877551
0.33333333,0.34482759,0.26041667,1,0,0,0,0,1,0,0.93877551
0.66666667,0.13793103,0.19791667,0,0,1,0,1,0,0,0.93877551
0.66666667,0.31034483,0.25,0,1,0,0,1,0,0,0.93877551
1,0.13793103,0.19791667,0,0,1,0,1,0,0,0.93877551
0,0.31034483,0.80208333,1,0,0,1,0,0,0,0.87755102
0,0.31034483,0.45833333,1,0,0,0,0,1,0,0.87755102
0.33333333,0.24137931,0.4375,1,0,0,0,0,1,0,0.87755102
0,0.31034483,0.13541667,0,0,1,0,1,0,0,0.87755102
0,0.13793103,0.08333333,0,0,1,0,1,0,0,0.87755102
0.33333333,0.13793103,0.08333333,0,0,1,0,0,1,0,0.87755102
0.66666667,0.13793103,0.08333333,0,0,1,0,1,0,0,0.87755102
1,0.13793103,0.08333333,0,0,1,0,1,0,0,0.87755102
0,0.31034483,0.67708333,0,0,1,1,0,0,0,0.93877551
0.33333333,0.31034483,0.67708333,0,0,1,0,0,1,0,0.93877551
0,0.31034483,0.52083333,0,0,1,0,0,1,0,0.93877551
0.33333333,0.17241379,0.47916667,0,0,1,0,0,1,0,0.93877551
0.66666667,0.13793103,0.468750,0,1,0,0,1,0,0,0.93877551
0.66666667,0.13793103,0.468750,0,1,0,1,0,0,0,0.93877551
0,0.31034483,0.55208333,1,0,0,1,0,0,0,0.87755102
0,0.17241379,0.05208333,1,0,0,0,1,0,0,0.87755102
0,0.68965517,0.20833333,1,0,0,0,1,0,0,0.87755102
0.33333333,0.72413793,0.218751,0,0,0,1,0,0,0.87755102,1
0,0.06896552,0.02083333,1,0,0,1,0,0,0,1
0,0.31034483,0.44791667,0,0,1,1,0,0,0,1
0,0.31034483,0.77083333,0,0,1,1,0,0,0,1
0.33333333,0.31034483,0.77083333,0,0,1,0,1,0,0,1
0.66666667,0.24137931,0.75,0,0,1,0,0,1,0,1
0,0.31034483,0.77083333,0,0,1,1,0,0,0,0.93877551
0.66666667,0.13793103,0.71875,0,0,1,0,0,1,0,0.93877551
0,0.31034483,0.5625,1,0,0,1,0,0,0,0.87755102
0,0.48275862,0.61458333,1,0,0,0,1,0,0,0.87755102
0.33333333,0.51724138,0.6250,0,1,0,1,0,0,0,0.87755102
0,0.31034483,0.42708333,0,0,1,0,1,0,0,0.87755102
0.33333333,0.31034483,0.42708333,0,0,1,0,1,0,0,0.87755102
0,0.31034483,0.75,0,0,1,1,0,0,0,0.81632653
0.33333333,0.34482759,0.76041667,0,0,1,0,0,1,0,0.81632653
0,0.31034483,0.25,0,0,1,0,1,0,0,0.81632653
0,0.24137931,0.07291667,0,0,1,0,1,0,0,0.81632653
0.33333333,0.13793103,0.04166667,0,0,1,0,0,1,0,0.81632653
0,0.31034483,0.63541667,0,0,1,1,0,0,0,0.81632653
0.33333333,0.06896552,0.5625,0,0,1,0,0,1,0,0.81632653
0.66666667,0.06896552,0.5625,0,1,0,0,0,1,0,0.81632653
0,0.31034483,0.51,0,0,1,0,0,0,0,0.81632653
0.33333333,0.10344828,0.4375,1,0,0,0,0,1,0,0.81632653
0.66666667,0.06896552,0.42708333,1,0,0,0,0,1,0,0.81632653
0,0.31034483,0.3751,0,0,0,0,1,0,0,0.81632653
0.33333333,0.17241379,0.33333333,0,1,0,0,0,1,0,0.81632653
0,0.31034483,0.79166667,0,0,1,1,0,0,0,1
0.33333333,0.31034483,0.79166667,0,0,1,0,1,0,0,1
0.66666667,0.31034483,0.79166667,0,0,1,0,0,1,0,1
0,0.31034483,0.66666667,0,0,1,1,0,0,0,0.85714286
0.33333333,0.31034483,0.66666667,0,1,0,0,0,1,0,0.85714286
0.66666667,0.31034483,0.66666667,0,1,0,0,1,0,0,0.85714286
0,0.31034483,0.63541667,0,0,1,1,0,0,0,0.85714286
0.33333333,0.24137931,0.61458333,0,1,0,0,0,1,0,0.85714286
0.66666667,0.24137931,0.61458333,0,1,0,0,1,0,0,0.85714286
0,0.31034483,0.51041667,0,0,1,0,1,0,0,0.85714286
0.33333333,0.24137931,0.48958333,0,1,0,0,0,1,0,0.85714286
0,0.31034483,0.30208333,0,0,1,0,1,0,0,0.85714286
0.33333333,0.24137931,0.29166667,0,1,0,0,0,1,0,0.85714286
0.66666667,0.24137931,0.29166667,0,1,0,0,1,0,0,0.85714286
1,0.58620690,.38541667,0,1,0,0,1,0,0,0.85714286
0,0.31034483,0.79166667,0,0,1,1,0,0,0,0.59183673
0,0.31034483,0.89583333,0,0,1,1,0,0,0,0.57142857
0.33333333,0.10344828,0.82291667,0,1,0,0,0,1,0,0.57142857
0,0.31034483,0.656250,0,1,0,0,1,0,0,0.57142857
0.33333333,0.27586207,0.64583333,0,1,0,0,0,1,0,0.57142857
0.66666667,0.27586207,0.64583333,0,0,1,0,1,0,0,0.57142857
0,0.31034483,0.77083333,1,0,0,1,0,0,0,0.42857143
0.33333333,0.17241379,0.72916667,1,0,0,0,0,1,0,0.42857143
0.66666667,0.27586207,0.76041667,1,0,0,0,0,1,0,0.42857143
0,0.31034483,0.77083333,1,0,0,1,0,0,0,0.28571429
0.33333333,0.17241379,0.72916667,1,0,0,0,1,0,0,0.28571429
0,0.31034483,0.60416667,1,0,0,0,0,1,0,0.28571429
0.33333333,0.31034483,0.60416667,1,0,0,0,1,0,0,0.28571429
0.66666667,0.31034483,0.60416667,1,0,0,0,0,1,0,0.28571429
0,0.31034483,0.51041667,1,0,0,1,0,0,0,0
0.33333333,0.17241379,0.468750,0,1,0,1,0,0,0,0
0.66666667,0.10344828,0.44791667,0,0,1,0,0,1,0,0
0,0.31034483,0.35416667,0,0,1,0,1,0,0,0
0.33333333,0.31034483,0.35416667,0,0,1,0,1,0,0,0
0.33333333,0.65517241,0.51041667,0,1,0,0,1,0,0,0
0,0.31034483,0.35416667,0,1,0,1,0,0,0,0
0.33333333,0.10344828,0.29166667,0,0,1,0,1,0,0,0.12244898
0,0.31034483,0.25,1,0,0,1,0,0,0,0.26530612
0,0.31034483,0.44791667,1,0,0,1,0,0,0,0.2244898
0.33333333,0.24137931,0.42708333,1,0,0,0,1,0,0,0.2244898
0.66666667,0.06896552,0.3750,0,1,0,1,0,0,0,0.2244898
0,0.31034483,0.51041667,0,1,0,1,0,0,0,0.2244898
0.33333333,0.24137931,0.48958333,0,1,0,0,0,1,0,0.2244898
0,0.31034483,0.79166667,0,0,1,1,0,0,0,0.08163265
0.33333333,0.31034483,0.79166667,0,0,1,0,0,1,0,0.08163265
0,0.31034483,0.67708333,1,0,0,0,1,0,0,0.08163265
0.33333333,0.03448276,0.593751,0,0,0,0,1,0,0,0.08163265
0.66666667,0.03448276,0.593751,0,0,0,1,0,0,0,0.08163265
0,0.31034483,0.29166667,1,0,0,1,0,0,0,0.08163265
0,0.31034483,0.76041667,0,0,1,1,0,0,0,0.08163265
0.33333333,0.24137931,0.73958333,0,0,1,0,0,1,0,0.08163265
0,0.31034483,0.55208333,0,0,1,0,1,0,0,0.08163265
0.33333333,0.31034483,0.39583333,0,0,1,0,1,0,0,0.08163265
0.66666667,0.17241379,0.35416667,0,0,1,0,1,0,0,0.08163265
0.66666667,0.17241379,0.35416667,0,0,1,0,0,1,0,0.08163265
0,0.31034483,0.82291667,0,0,1,1,0,0,0,0.2244898
0.33333333,0.06896552,0.75,0,1,0,0,0,1,0,0.2244898
0,0.31034483,0.44791667,1,0,0,1,0,0,0,0.7755102
0.33333333,0.10344828,0.38541667,0,0,1,0,1,0,0,0.7755102
0.66666667,0.10344828,0.38541667,0,0,1,0,0,1,0,0.7755102
1,0.10344828,0.38541667,0,0,1,0,1,0,0,0.7755102
0,0.31034483,0.95833333,1,0,0,1,0,0,0,0.7755102
0.33333333,0.20689655,0.75,1,0,0,0,0,1,0,0.7755102
0.33333333,0,0.69791667,1,0,0,0,0,1,0,0.7755102
0.33333333,0.20689655,0.593751,0,0,0,0,1,0,0,0.7755102
0,0.31034483,0.9375,0,0,1,1,0,0,0,0.7755102
0.33333333,0.27586207,0.92708333,0,1,0,0,0,1,0,0.7755102
0.66666667,0.13793103,0.88541667,0,0,1,0,1,0,0,0.65306122
0,0.31034483,0.66666667,1,0,0,1,0,0,0,0.63265306
0.33333333,0.34482759,0.67708333,1,0,0,0,0,1,0,0.63265306
0.66666667,0.51724138,0.73958333,1,0,0,1,0,0,0,0.63265306
0,0.31034483,0.55208333,0,0,1,0,1,0,0,0.63265306
0.33333333,0.31034483,0.55208333,0,0,1,0,1,0,0,0.63265306
0.66666667,0.24137931,0.531250,0,1,0,0,1,0,0,0.63265306
0.33333333,0.24137931,0.42708333,0,0,1,0,0,1,0,0.63265306
0,0.31034483,0.85416667,0,0,1,1,0,0,0,0.63265306
0,0.31034483,0.72916667,1,0,0,0,0,1,0,0.63265306
0.33333333,0.13793103,0.67708333,1,0,0,0,0,1,0,0.63265306
0,0.31034483,0.57291667,1,0,0,0,1,0,0,0.63265306
0.66666667,0.13793103,0.52083333,1,0,0,0,0,1,0,0.63265306
0,0.31034483,1,1,0,0,1,0,0,0,0.63265306
0.33333333,0.17241379,0.968751,0,0,0,0,1,0,0,0.63265306
0,0.31034483,0.66666667,0,1,0,0,1,0,0,0.63265306
0,0.31034483,0.32291667,1,0,0,1,0,0,0,0.63265306
0.33333333,0.06896552,0.32291667,1,0,0,0,1,0,0,0.63265306
0,0.27586207,0.08333333,1,0,0,0,1,0,0,0.63265306
0.33333333,0.27586207,0.08333333,0,0,1,0,1,0,0,0.63265306
0.33333333,0.10344828,0.031250,0,1,0,0,1,0,0,0.63265306
0,0.03448276,0.01041667,0,0,1,0,0,1,0,0.63265306
0.33333333,0,0,0,0,1,0,0,1,0,0.63265306
0.33333333,0,0,0,0,1,0,0,1,0,0.63265306
0.66666667,0,0,0,0,1,0,0,1,0,0.63265306
0,0.31034483,0.656250,0,1,1,0,0,0,0,0.69387755
0.33333333,0.20689655,0.63541667,1,0,0,0,0,1,0,0.69387755
0.33333333,0.34482759,0.48958333,0,1,0,0,0,1,0,0.69387755
0.66666667,0.34482759,0.48958333,0,1,0,0,1,0,0,0.69387755
0,0.31034483,0.8125,1,0,0,1,0,0,0,0.69387755
0,0.31034483,0.61458333,0,0,1,0,1,0,0,0.69387755
0.66666667,0,0.52083333,1,0,0,0,1,0,0,0.69387755
0,0,0.47916667,1,0,0,0,0,1,0,0.69387755
0.33333333,0.31034483,0.47916667,0,1,0,0,1,0,0,0.69387755
0.33333333,0.27586207,0.468751,0,0,0,0,1,0,0,0.69387755
0,0.31034483,0.41666667,0,0,1,0,1,0,0,0.69387755
0.33333333,0.24137931,0.39583333,0,0,1,0,0,1,0,0.69387755
0,0.31034483,0.9375,1,0,0,1,0,0,0,0.69387755
0.33333333,0.20689655,0.906251,0,0,0,0,1,0,0,0.69387755
0.66666667,0.03448276,0.85416667,1,0,0,0,1,0,0,0.69387755
0,0.31034483,0.82291667,1,0,0,0,1,0,0,0.69387755
0.33333333,0.10344828,0.76041667,0,0,1,0,1,0,0,0.69387755
0,0.31034483,0.6875,0,0,1,0,0,1,0,0.69387755
0.33333333,0.31034483,0.6875,0,0,1,0,1,0,0,0.69387755
0.66666667,0.44827586,0.72916667,0,0,1,0,0,1,0,0.69387755
0,0.31034483,0.92708333,1,0,0,1,0,0,0,0.55102041
0,0.13793103,0.8751,0,0,0,0,1,0,0,0.55102041
0.33333333,0.13793103,0.8751,0,0,0,1,0,0,0,0.55102041
0,0.31034483,0.73958333,1,0,0,0,0,1,0,0.55102041
0.33333333,0.03448276,0.656250,0,1,0,1,0,0,0,0.55102041
0,0.03448276,0.01041667,0,0,1,1,0,0,0,0.55102041
0.33333333,0.03448276,0.01041667,0,0,1,0,1,0,0,0.55102041
0.33333333,0.03448276,0.01041667,0,0,1,0,1,0,0,0.55102041
1,0.03448276,0.01041667,1,0,0,0,0,1,0,0.55102041